transaction_id,store_id,sku,qty,unit_price,discount,sold_at
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,S010,SKU0112,5,15.39,0.0,2026-08-29T04:03:41
7412b293-4729-4739-a14f-f3d719db3ad0,S006,SKU0130,2,9.89,0.0,2026-08-29T18:13:32
29a3b2e9-5d65-4441-9588-42dea2bc372f,S017,SKU0156,1,17.6,0.0,2026-08-29T23:15:48
ab9099a4-35a2-40ae-9af3-05535ec42e08,S017,SKU0001,2,4.33,0.0,2026-08-29T19:38:17
aefcfad8-efc8-4849-b3aa-7efe4458a885,S012,SKU0079,5,7.5,0.0,2026-08-29T04:04:22
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,S003,SKU0188,2,2.57,0.51,2026-08-29T02:52:02
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,S005,SKU0169,4,16.6,3.32,2026-08-29T04:34:43
451b4cf3-6123-4df7-b656-af7229d4beef,S017,SKU0156,4,19.02,0.0,2026-08-29T09:39:01
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,S010,SKU0103,4,19.34,3.87,2026-08-29T07:19:25
5304317f-af42-412f-b838-b3268e944239,S004,SKU0064,3,9.6,1.92,2026-08-29T16:26:17
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,S018,SKU0059,2,2.68,0.0,2026-08-29T21:25:10
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,S002,SKU0059,5,5.57,0.0,2026-08-29T22:58:39
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,S017,SKU0061,1,18.25,0.0,2026-08-29T02:34:47
9132b63e-f162-47e4-a9c3-49e03602f8ac,S005,SKU0186,3,13.88,0.0,2026-08-29T19:37:58
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,S014,SKU0049,5,12.16,0.0,2026-08-29T17:13:13
e27a984d-6548-41d0-bfcd-9eb1a7cad415,S014,SKU0106,1,3.29,0.33,2026-08-29T12:53:58
24933b83-7577-40a9-a491-f0b2ea1fca65,S004,SKU0016,4,17.48,0.0,2026-08-29T23:47:29
beb79919-3f22-4af8-a3be-d01d43cf2fde,S007,SKU0049,4,14.97,0.0,2026-08-29T09:03:11
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,S009,SKU0119,5,9.8,0.98,2026-08-29T06:40:50
956269f0-e5d7-4875-adad-d6c795a76d79,S018,SKU0026,2,17.68,0.0,2026-08-29T16:08:02
ff50bde4-3825-47b8-9cab-cc97663f1c97,S003,SKU0193,1,13.56,2.71,2026-08-29T00:32:14
7e570ddf-8270-40a8-a369-b584ff5e9ff0,S007,SKU0103,2,4.58,0.46,2026-08-29T17:31:32
dc713d96-0c0f-4195-817a-f08a1745d6d8,S009,SKU0117,1,4.55,0.0,2026-08-29T14:12:53
28f49481-a0a0-4dc4-a720-9bdf1c11f735,S005,SKU0049,3,9.33,1.87,2026-08-29T17:43:08
98ae4334-6c12-4ce8-ae34-0454cac5b68c,S018,SKU0016,3,5.53,0.0,2026-08-29T21:05:14
988c24c9-61b1-4d22-a280-1c4510435a10,S017,SKU0136,3,2.56,0.51,2026-08-29T17:21:33
405cacec-8774-49a9-b7d2-1e02ff01cf99,S006,SKU0018,2,2.55,0.51,2026-08-29T02:55:00
f143262f-dc5c-4eed-8da0-365bf89897b9,S004,SKU0146,5,2.76,0.0,2026-08-29T14:42:03
1d53434b-b881-49b9-ae27-0da702f06b90,S003,SKU0108,2,12.21,0.0,2026-08-29T22:33:03
c0398710-8976-4334-a281-7efdae849217,S007,SKU0172,5,11.96,0.0,2026-08-29T09:29:39
5715bd6f-a416-4293-84c2-e2e3444ea7c8,S010,SKU0118,3,5.92,0.59,2026-08-29T04:45:54
287d06ca-6f4c-469a-8b22-d3081c8eaee9,S015,SKU0160,3,18.69,0.0,2026-08-29T00:20:20
b8db0672-f42d-47cc-80d4-af5974273ca3,S007,SKU0130,5,19.93,0.0,2026-08-29T19:34:28
f8cda88b-436d-46e2-b83c-fe0be037e5ed,S008,SKU0095,3,3.95,0.0,2026-08-29T02:30:16
81f76d1c-2dbc-4134-830f-f46e8026695f,S020,SKU0168,3,4.42,0.88,2026-08-29T11:00:51
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,S004,SKU0035,5,1.64,0.33,2026-08-29T10:54:00
81f631d4-a392-41a7-9777-a4774c66e0a8,S005,SKU0070,3,3.64,0.0,2026-08-29T20:08:32
5fb8d16c-2720-497d-b2eb-d6899be578c7,S009,SKU0130,3,12.69,0.0,2026-08-29T07:24:45
f4188f3f-8a14-4e62-a95b-4715c333e861,S014,SKU0071,4,6.15,0.0,2026-08-29T03:21:37
eb2263dd-87c5-421e-ac24-a3c5c754108f,S009,SKU0042,1,1.57,0.0,2026-08-29T23:11:47
7d154385-52fb-443b-9954-6eb400257ad1,S001,SKU0029,4,11.71,1.17,2026-08-29T20:25:19
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,S002,SKU0095,1,18.98,0.0,2026-08-29T19:51:51
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,S002,SKU0079,5,11.72,1.17,2026-08-29T04:38:24
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,S007,SKU0175,3,18.13,0.0,2026-08-29T13:01:38
14296c07-f26b-4776-913e-4de2e0c53cb8,S014,SKU0159,2,13.84,0.0,2026-08-29T20:23:05
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,S006,SKU0106,2,18.63,0.0,2026-08-29T05:54:59
885f6e66-c2b6-42c5-ba5d-310011b7e948,S008,SKU0069,1,4.82,0.0,2026-08-29T14:59:24
a8e56e0c-20de-435d-a031-d750c40db9b4,S002,SKU0121,2,16.07,0.0,2026-08-29T13:55:40
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,S010,SKU0059,2,5.19,0.52,2026-08-29T12:43:50
9b49bd26-df57-459a-8715-a10343dac043,S011,SKU0072,2,1.94,0.0,2026-08-29T14:30:27
edcd465e-3638-4821-b6e0-7cc06c52c49f,S017,SKU0103,1,19.39,0.0,2026-08-29T12:47:05
b09b2a5c-badc-432a-8159-0f538a0f4efb,S009,SKU0046,5,7.63,0.0,2026-08-29T04:11:58
66245bfa-4fcc-439a-b683-d2e6337ea2df,S004,SKU0153,5,19.31,0.0,2026-08-29T01:23:34
5f987c71-a65e-488e-abf3-ad39fec21bbe,S020,SKU0131,4,7.9,0.0,2026-08-29T15:53:19
7394988f-847f-49b4-a64d-1bcb702753a1,S009,SKU0012,1,8.63,1.73,2026-08-29T06:55:14
1064005c-3985-43cf-bf76-be1d1efa2197,S012,SKU0111,4,1.53,0.31,2026-08-29T07:10:25
8dcdcd03-969b-4662-8562-8059568cc69b,S011,SKU0170,1,19.05,0.0,2026-08-29T22:41:18
01d74256-3860-4ab6-96a4-02f23ae8cc93,S010,SKU0171,1,14.82,0.0,2026-08-29T18:27:49
0f1259e0-a18f-46b6-b535-106e122c9a56,S005,SKU0050,4,7.53,0.0,2026-08-29T20:11:07
080aadfb-e7c9-4b26-9141-25c63a9bedd4,S020,SKU0146,4,13.8,1.38,2026-08-29T06:20:10
839fbc50-1223-4513-9496-f63cdc1110c1,S010,SKU0054,3,9.01,0.0,2026-08-29T11:03:49
7c441fe7-ab42-40a7-874a-493b3ceddf2d,S011,SKU0120,4,16.04,3.21,2026-08-29T23:50:13
b92da22b-21df-406f-8a0b-3c3336d8393a,S016,SKU0189,4,9.68,0.0,2026-08-29T18:36:40
93829b43-922f-415a-a1e3-db63ef7ddc76,S020,SKU0086,2,13.69,0.0,2026-08-29T18:46:01
7914c120-c8dc-419f-be35-11287900f7f9,S008,SKU0051,1,16.64,0.0,2026-08-29T11:18:07
1825bc54-30be-445f-a835-14f2ceb81f9d,S020,SKU0197,2,1.95,0.0,2026-08-29T17:17:57
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,S013,SKU0127,1,9.93,1.99,2026-08-29T07:04:45
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,S014,SKU0057,4,6.01,0.0,2026-08-29T03:52:50
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,S002,SKU0143,2,16.38,3.28,2026-08-29T16:54:49
0f844fef-1931-49ee-a56c-0941fbf24050,S005,SKU0119,2,18.47,0.0,2026-08-29T16:37:09
ccf3a171-56dc-4907-ba6c-34ab6712303a,S015,SKU0157,5,19.78,3.96,2026-08-29T11:33:08
310c0c00-3fa7-4104-9bf9-0e27dc96925e,S006,SKU0191,5,9.39,1.88,2026-08-29T16:14:06
23e2fcb4-72d8-467d-894a-05e430b187ef,S009,SKU0197,4,9.83,0.0,2026-08-29T23:12:59
766ecb15-474e-4c19-aef9-12766c006f61,S015,SKU0020,5,10.47,0.0,2026-08-29T09:59:52
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,S018,SKU0021,3,5.84,0.0,2026-08-29T11:38:24
db20a56e-dc81-4fe7-8eda-8bbb71710434,S007,SKU0017,2,4.29,0.43,2026-08-29T05:33:48
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,S014,SKU0016,4,9.04,1.81,2026-08-29T16:57:49
03c72ba8-d605-4770-8a63-f881ffd0f9d5,S001,SKU0196,2,16.91,1.69,2026-08-29T21:15:56
c0e9ab30-ed26-42e9-97e0-11b7f8102383,S010,SKU0193,5,8.54,0.0,2026-08-29T12:48:25
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,S018,SKU0155,4,17.29,1.73,2026-08-29T19:35:45
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,S016,SKU0008,2,10.53,0.0,2026-08-29T15:52:05
2a25a888-0f02-4ad0-a706-7ef466aa9385,S015,SKU0033,4,7.72,0.77,2026-08-29T06:00:32
63f2ae24-fc3d-4348-808d-4127610461e3,S019,SKU0170,5,11.38,1.14,2026-08-29T21:33:00
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,S015,SKU0047,1,3.05,0.3,2026-08-29T04:56:26
b253d218-6c4a-47ea-8906-17f2747b6dba,S015,SKU0084,1,6.31,0.0,2026-08-29T07:42:22
c88a618e-fed4-457d-bb02-6576f512c4c3,S014,SKU0065,3,15.58,1.56,2026-08-29T10:07:51
7c967f79-b7e9-4aca-a970-65e18e46d534,S012,SKU0058,1,10.2,2.04,2026-08-29T01:53:46
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,S008,SKU0052,1,15.95,0.0,2026-08-29T01:07:47
bc594585-9445-48c0-8ef8-c2d6f7fd5646,S016,SKU0172,1,12.99,0.0,2026-08-29T04:35:44
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,S009,SKU0197,1,11.93,0.0,2026-08-29T16:55:52
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,S006,SKU0080,3,4.6,0.92,2026-08-29T04:10:12
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,S013,SKU0102,1,12.21,0.0,2026-08-29T20:57:50
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,S010,SKU0176,2,2.91,0.0,2026-08-29T03:42:36
118a9d29-2f92-4996-99f1-95d014822f53,S012,SKU0137,5,16.4,3.28,2026-08-29T01:29:43
dca02eec-acda-4acc-9165-e21098543881,S011,SKU0004,4,13.74,0.0,2026-08-29T18:25:17
f10c718b-1eb0-438a-a75d-d5af3c365296,S012,SKU0163,4,16.71,0.0,2026-08-29T15:47:02
94340a03-3f07-4814-91d6-3f78e3e9de99,S017,SKU0167,4,14.59,1.46,2026-08-29T06:24:46
14fcdd54-9e8f-4965-8a2c-827e98326856,S015,SKU0112,3,12.89,2.58,2026-08-29T17:36:12
90b2b633-956b-4c0c-a849-9b926b5252e3,S009,SKU0116,5,6.47,0.0,2026-08-29T03:09:19
42c18a62-ef48-48d5-90fd-9d3f85d51695,S013,SKU0087,2,15.38,3.08,2026-08-29T22:13:17
506e5a9a-b758-488d-ab73-295b344a54b8,S016,SKU0055,1,10.64,0.0,2026-08-29T06:37:14
21813d25-6552-48a6-83ff-50113d1a85dd,S020,SKU0180,3,16.26,0.0,2026-08-29T10:10:55
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,S003,SKU0062,3,11.78,2.36,2026-08-29T06:57:22
ef8c485b-c07a-40f2-add4-253b50f0fd0a,S016,SKU0115,4,10.54,0.0,2026-08-29T17:20:02
9f044aed-7552-4327-8262-7f7312922f83,S008,SKU0079,1,3.22,0.0,2026-08-29T14:43:25
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,S012,SKU0109,5,8.33,1.67,2026-08-29T19:19:48
8181a8cc-3691-47eb-89a2-688b12c136e0,S010,SKU0065,5,7.62,0.76,2026-08-29T09:51:49
5958a499-eeea-463e-a1e8-ac6843e42caf,S004,SKU0191,2,3.73,0.0,2026-08-29T11:29:19
3e896c64-e117-4ac3-919c-4ea3e1805081,S007,SKU0190,5,19.09,0.0,2026-08-29T06:58:25
702cdd20-2862-48b8-88f4-ef125e9953d2,S020,SKU0073,4,6.62,1.32,2026-08-29T19:06:05
4d71c366-b41b-4143-8b10-550cd5704f32,S012,SKU0046,1,16.9,0.0,2026-08-29T08:16:56
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,S009,SKU0012,3,1.76,0.35,2026-08-29T04:36:31
aaf91531-0200-41f0-8768-a84fa76afde6,S016,SKU0027,1,11.74,0.0,2026-08-29T23:13:26
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,S015,SKU0088,1,12.12,1.21,2026-08-29T17:25:46
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,S004,SKU0017,2,19.36,0.0,2026-08-29T17:23:36
e3c43657-1d8c-4bac-83b4-09ef2260e70f,S002,SKU0039,4,10.6,2.12,2026-08-29T22:55:02
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,S008,SKU0031,2,16.51,0.0,2026-08-29T03:06:04
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,S020,SKU0058,5,15.64,3.13,2026-08-29T21:42:15
afffcfd2-341e-440b-97c7-00aab7b56ea7,S019,SKU0110,5,8.54,0.85,2026-08-29T10:49:34
81627cf1-4394-42e6-9a58-7e8aa25d6b29,S004,SKU0196,3,12.02,0.0,2026-08-29T22:11:45
e87d1c78-e7c4-41c7-8049-7b717d106c60,S006,SKU0062,2,13.07,0.0,2026-08-29T02:57:21
a2607723-17a0-4f49-8d01-280fd89a40c0,S014,SKU0116,2,11.71,0.0,2026-08-29T00:05:50
0b49452d-46d4-43f3-9450-281c6c6f7633,S010,SKU0181,5,10.19,0.0,2026-08-29T08:25:40
217d65a0-c568-41cd-9563-f61600e85ece,S008,SKU0068,3,14.51,1.45,2026-08-29T02:35:29
295d6fbf-430f-401d-bad4-09e2a319dcb4,S004,SKU0140,5,13.73,0.0,2026-08-29T15:28:43
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,S003,SKU0016,2,13.48,0.0,2026-08-29T05:10:43
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,S010,SKU0113,2,16.16,3.23,2026-08-29T20:43:27
b0e6a969-e213-42b0-b1ee-dba313432e61,S009,SKU0129,1,10.17,0.0,2026-08-29T14:39:17
093923de-8bab-4e3b-a628-6bfbe767dcea,S002,SKU0111,5,10.64,0.0,2026-08-29T21:46:25
8d7248e2-951f-48d0-9e84-f058d5a804eb,S008,SKU0173,3,12.67,0.0,2026-08-29T03:19:30
0ab54bde-20a0-4502-ae06-809725e97977,S019,SKU0011,5,12.36,0.0,2026-08-29T09:48:45
eededb07-e623-4689-9d59-cd2a4eea04e7,S006,SKU0150,2,10.2,1.02,2026-08-29T10:07:38
0a368ce7-dc57-4131-b8e1-daa7cbceabde,S016,SKU0090,4,13.24,1.32,2026-08-29T03:19:19
ae9bec36-35c7-436c-9b99-62c6e61fecc0,S011,SKU0106,4,7.67,0.0,2026-08-29T05:51:19
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,S002,SKU0117,4,6.83,0.68,2026-08-29T20:01:42
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,S013,SKU0132,1,7.32,0.0,2026-08-29T04:13:14
bfddc3d9-9ee3-4c2a-b94d-62046808593f,S014,SKU0014,1,13.67,2.73,2026-08-29T16:49:12
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,S015,SKU0195,2,11.09,2.22,2026-08-29T18:08:58
ccc56569-f9e8-4369-a999-b735dd56cc94,S010,SKU0113,1,5.27,1.05,2026-08-29T04:46:12
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,S006,SKU0080,4,3.75,0.75,2026-08-29T08:42:45
ecab3301-bc8f-4d29-adea-94930658663a,S008,SKU0030,5,1.75,0.18,2026-08-29T03:23:37
696608aa-ee49-4329-884a-7b28550a1b46,S010,SKU0131,4,19.02,0.0,2026-08-29T18:08:43
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,S008,SKU0117,3,9.19,0.92,2026-08-29T17:11:34
28c13091-444d-410b-bf87-e362cf8d446a,S017,SKU0192,5,4.18,0.0,2026-08-29T21:49:21
61ee411a-1bac-47a7-b386-f7a4c991603f,S011,SKU0130,2,17.48,0.0,2026-08-29T15:06:27
787f2425-dbcc-4477-89e9-db0adf465290,S019,SKU0149,3,16.68,0.0,2026-08-29T10:52:12
eb1fa9f2-d10b-41d0-b317-347038f16a81,S016,SKU0089,4,17.51,1.75,2026-08-29T19:36:32
d20eac17-4e20-4d1a-9983-36e375d66ed4,S015,SKU0083,3,11.71,2.34,2026-08-29T13:44:01
39118497-3a43-42ba-9f0f-06cbcb9bc326,S013,SKU0060,2,19.64,0.0,2026-08-29T20:49:06
6601ddd0-3170-4437-a8f7-ef5a060edf5b,S013,SKU0170,4,2.31,0.23,2026-08-29T13:52:48
11c58ef0-dd46-4c09-8752-87aa5408f9ac,S017,SKU0152,2,10.66,0.0,2026-08-29T04:35:47
59e4b671-4774-4c58-85f8-bc16f7860b50,S017,SKU0117,3,17.59,1.76,2026-08-29T03:37:49
adf4e62d-6651-429e-8268-690ba43825b5,S005,SKU0020,1,14.87,1.49,2026-08-29T23:50:23
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,S020,SKU0178,4,15.96,0.0,2026-08-29T12:19:35
e08596db-1d87-4966-8710-d430f071d879,S013,SKU0082,4,13.52,0.0,2026-08-29T19:25:42
94a1875d-2db6-4edb-82de-ffccf86c2ca2,S003,SKU0061,4,17.64,0.0,2026-08-29T22:28:51
09cb3942-43f5-4a85-bbc9-f87af668a617,S004,SKU0195,3,19.95,0.0,2026-08-29T15:48:01
587ef344-6f3f-420c-98b8-e4cc1bc044fc,S002,SKU0084,1,9.71,0.0,2026-08-29T01:03:14
6fb78271-504d-481f-8953-5b63ba81edd9,S005,SKU0063,1,6.93,0.0,2026-08-29T15:40:50
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,S006,SKU0021,5,9.12,0.0,2026-08-29T06:11:20
30a900ad-939b-462d-a645-f129629c2ae3,S016,SKU0150,5,17.61,3.52,2026-08-29T08:46:06
6fa17735-b572-43d0-8b5c-ea6a41357e8c,S009,SKU0171,2,5.8,0.0,2026-08-29T16:43:56
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,S018,SKU0041,1,18.13,1.81,2026-08-29T10:28:20
f0b5156b-b82c-4074-afd5-dea589d7fd6c,S010,SKU0164,1,9.67,0.0,2026-08-29T21:23:34
3270e4fa-abae-4f43-bcae-8081bdf070aa,S007,SKU0099,4,14.27,1.43,2026-08-29T10:59:59
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,S012,SKU0148,4,3.47,0.35,2026-08-29T20:49:23
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,S013,SKU0071,3,19.86,0.0,2026-08-29T00:47:55
1fe771d6-d917-4793-a9d3-c2e6505cc686,S016,SKU0074,1,11.97,0.0,2026-08-29T22:04:42
81d2c7de-4ce1-4b90-a669-7833b841d0a0,S007,SKU0159,2,12.73,0.0,2026-08-29T07:58:25
5380b904-688c-4015-aab9-7e494f2d4796,S004,SKU0161,3,14.04,0.0,2026-08-29T22:52:25
8dedf9fb-4bb0-4f20-b27c-40266703b636,S019,SKU0094,1,7.22,0.72,2026-08-29T01:12:53
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,S014,SKU0045,2,3.17,0.0,2026-08-29T11:53:43
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,S017,SKU0129,2,3.94,0.79,2026-08-29T13:19:13
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,S010,SKU0192,3,16.86,0.0,2026-08-29T17:32:36
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,S005,SKU0194,3,16.38,1.64,2026-08-29T02:44:29
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,S012,SKU0024,2,17.41,1.74,2026-08-29T20:17:28
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,S015,SKU0095,4,1.76,0.35,2026-08-29T04:29:59
7118e364-7709-4749-927e-ecfaa79ac9aa,S008,SKU0121,3,12.31,0.0,2026-08-29T03:56:41
82dc4c8e-36b5-429a-acf5-e81e71316269,S020,SKU0057,1,12.96,2.59,2026-08-29T11:56:32
f5b78cc7-e6b3-4944-8b32-3e357922bac2,S014,SKU0030,1,13.25,1.33,2026-08-29T11:00:08
a8aa7158-2b70-4525-bc67-f831cbc84759,S016,SKU0030,2,2.34,0.0,2026-08-29T11:04:53
a9f25336-83f4-49a9-88a6-39d015b52908,S013,SKU0117,1,5.84,1.17,2026-08-29T04:56:21
17e8392a-55ce-45db-9e87-e04ca2086977,S019,SKU0191,3,13.9,2.78,2026-08-29T15:15:35
3c20592f-c04a-46c4-b3b6-3fe1d1843324,S020,SKU0105,2,17.88,0.0,2026-08-29T17:48:59
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,S015,SKU0114,3,2.11,0.0,2026-08-29T07:54:37
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,S018,SKU0166,2,17.33,0.0,2026-08-29T13:22:27
9c7c7377-79a2-4903-bbe3-3b243eae0032,S004,SKU0117,3,2.62,0.0,2026-08-29T06:54:38
74962764-12a4-4ef0-84bb-b7a9d98868dd,S002,SKU0086,1,13.76,2.75,2026-08-29T00:46:39
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,S003,SKU0196,2,19.79,3.96,2026-08-29T07:28:16
624c69b6-b244-45a7-b7e5-848131c681ec,S011,SKU0199,5,5.33,0.0,2026-08-29T08:28:59
25c73c44-3e75-43b4-a64f-a6637e8f8095,S009,SKU0038,2,16.09,3.22,2026-08-29T00:06:11
e4855aa1-016b-4287-b008-05cca7f36ae9,S001,SKU0034,2,11.49,0.0,2026-08-29T04:00:08
e2add909-c521-4f2d-9c45-d539c03f3538,S011,SKU0005,1,8.13,0.0,2026-08-29T21:26:22
3805f907-6cd6-4193-8746-8f591b494e15,S017,SKU0030,2,6.41,0.0,2026-08-29T15:19:36
b227462c-f53d-4330-8dda-24ba2d06e8cf,S019,SKU0028,1,10.31,0.0,2026-08-29T18:41:11
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,S017,SKU0078,4,10.82,2.16,2026-08-29T01:34:43
1f115b76-d92c-4227-aadf-50853fcb7546,S016,SKU0103,4,13.4,0.0,2026-08-29T02:12:52
76f2dbfe-cd29-436f-a222-82e174daaebf,S003,SKU0021,4,14.19,1.42,2026-08-29T16:08:58
8f15ba58-fce6-4504-87f8-424daae65fc1,S009,SKU0160,3,12.75,0.0,2026-08-29T04:35:40
c1581092-f335-4ba3-913a-7052986f9025,S020,SKU0136,5,11.64,0.0,2026-08-29T13:52:05
d0a44432-9cd6-4852-b14c-7df4e4347d51,S004,SKU0180,3,9.89,1.98,2026-08-29T15:39:47
6d3ee1dc-8139-4443-a45b-712eb8225688,S014,SKU0116,1,17.28,3.46,2026-08-29T07:49:43
722764e6-8c41-461b-a827-a1b9d4a02e53,S014,SKU0187,2,9.16,0.92,2026-08-29T14:31:02
dc8aee30-be60-43f7-a8be-9288e5af6e39,S012,SKU0040,1,7.28,0.0,2026-08-29T09:16:48
c074718e-425a-409f-b337-c59979844388,S014,SKU0025,4,2.74,0.0,2026-08-29T03:23:39
46fde062-a33d-47af-9701-410d3f4b1a70,S019,SKU0144,3,16.52,3.3,2026-08-29T02:11:01
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,S012,SKU0171,5,7.6,0.0,2026-08-29T14:57:25
709b7d97-464c-44af-bd3f-3799a07295e9,S020,SKU0080,4,17.56,0.0,2026-08-29T10:28:20
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,S005,SKU0169,3,3.42,0.68,2026-08-29T07:44:44
e49d681d-51d8-4c64-95fa-1ab8458f1f19,S018,SKU0095,4,5.65,0.0,2026-08-29T12:44:50
269cd696-236c-4b87-94a0-bccb8a476a87,S014,SKU0144,1,15.61,3.12,2026-08-29T08:14:03
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,S020,SKU0169,5,12.85,2.57,2026-08-29T00:57:21
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,S011,SKU0090,3,2.04,0.0,2026-08-29T11:14:59
